time,roll,pitch,yaw
27.800,1.080165,-0.024307,0.029554
27.820,1.076525,-0.041369,0.038130
27.840,1.113632,-0.040249,0.029154
27.860,0.978509,-0.101365,0.017900
27.880,0.930794,-0.164953,0.024616
27.900,0.988580,-0.086892,0.018333
27.920,1.055420,-0.045672,0.024055
27.940,1.080241,0.003489,0.024889
27.960,1.410709,0.273665,0.028973
27.980,1.295867,0.186368,0.037486
28.000,1.112289,-0.013545,0.031237
28.020,0.980113,-0.192043,0.041388
28.040,1.254263,0.043646,0.030080
28.060,1.232486,0.012732,0.017833
28.080,1.170565,-0.033899,0.034820
28.100,1.184237,-0.045815,0.019311
28.120,1.249100,0.003718,0.009451
28.140,1.112613,-0.089251,0.051750
28.160,1.150243,-0.088108,0.015439
28.180,1.157740,0.028783,0.025954
28.200,0.685491,-0.483824,0.022177
28.220,1.164853,-0.022389,0.037274
28.240,1.357078,0.192624,0.009136
28.260,1.340014,0.167536,0.037681
28.280,1.148387,-0.027441,0.016422
28.300,1.383292,0.222650,0.029694
28.320,1.184908,0.032783,0.031733
28.340,1.119770,-0.070386,0.033123
28.360,0.871962,-0.288027,0.034008
28.380,1.083325,-0.072748,0.018521
28.400,1.283793,0.138121,0.015758
28.420,1.216463,0.096055,0.011023
28.440,1.462152,0.442556,0.013416
28.460,1.055168,0.013069,0.019084
28.480,1.426264,0.460846,0.027304
28.500,0.932621,-0.066772,0.022782
28.520,1.069045,0.057586,0.026576
28.540,1.268020,0.260938,0.025919
28.560,0.947068,-0.072504,0.021368
28.580,1.008926,-0.022005,0.038095
28.600,0.788801,-0.268414,0.000130
28.620,1.270842,0.256268,0.023726
28.640,1.202673,0.284131,0.014336
28.660,0.835710,-0.164461,0.019762
28.680,1.238778,0.245432,0.027581
28.700,1.038482,0.035083,-0.005751
28.720,1.310056,0.404104,0.025120
28.740,1.120449,0.210855,0.027561
28.760,0.734409,-0.204787,0.011590
28.780,0.954737,0.054936,0.027321
28.800,1.117335,0.244661,-0.007584
28.820,1.009713,0.113843,0.010543
28.840,0.806181,-0.100605,0.017109
28.860,0.841686,-0.048160,0.032789
28.880,1.092604,0.241703,0.031086
28.900,0.930970,0.094505,0.027013
28.920,0.933572,0.052195,0.014065
28.940,0.602900,-0.192047,0.029597
28.960,0.867951,0.056886,0.012419
28.980,0.861571,0.045357,0.034057
29.000,0.733873,-0.108976,0.019743
29.020,0.933202,0.145864,0.022444
29.040,0.896806,0.113450,0.003865
29.060,0.816438,0.060427,0.016462
29.080,0.799764,0.035503,0.011713
29.100,0.787345,-0.019019,0.015592
29.120,0.975418,0.207567,0.002345
29.140,0.689666,-0.014606,0.011070
29.160,0.848761,0.106558,0.013923
29.180,0.747265,0.049449,0.037563
29.200,1.069871,0.342151,0.033021
29.220,0.600984,-0.113486,0.009922
29.240,0.690434,-0.022666,0.028373
29.260,0.427153,-0.291823,0.025870
29.280,0.694525,-0.047925,0.018913
29.300,0.733362,0.034910,0.007608
29.320,0.693195,-0.038785,0.024890
29.340,0.673434,-0.021441,0.026147
29.360,0.764864,0.093396,0.035851
29.380,0.516405,-0.134320,0.019922
29.400,0.683744,0.040684,0.021318
29.420,0.855974,0.205595,0.032877
29.440,0.773605,0.116023,0.035281
29.460,0.352808,-0.267422,0.027034
29.480,0.775848,0.210411,0.026989
29.500,0.682055,0.125104,0.021011
29.520,0.622359,-0.046511,0.027854
29.540,0.537719,-0.052841,0.013517
29.560,0.751782,0.118000,0.015438
29.580,0.801655,0.152557,0.026584
29.600,0.584154,-0.015559,0.024593
29.620,0.629276,-0.027370,0.004224
29.640,0.582047,-0.046963,0.017370
29.660,0.637922,0.058188,0.016578
29.680,0.395364,-0.112248,0.020256
29.700,0.565723,0.067534,0.026603
29.720,0.374739,-0.166323,0.001567
29.740,0.642029,0.128483,0.018361
29.760,0.524530,-0.021919,0.030927
29.780,0.687411,0.118171,0.010651
29.800,0.480615,-0.091760,0.013194
29.820,0.634299,0.059928,-0.002269
29.840,0.808204,0.251421,0.025440
29.860,0.605922,-0.002159,0.022390
29.880,0.555631,0.007748,0.020367
29.900,0.562428,-0.005580,0.015579
29.920,0.565884,0.016920,0.004227
29.940,0.519778,-0.006496,0.021021
29.960,0.562922,0.012029,0.021723
29.980,0.546264,0.014719,0.017535
30.000,0.527010,0.000657,0.025780
30.020,0.530682,-0.025088,0.014572
30.040,0.501855,-0.019125,0.009017
30.060,0.465382,-0.009060,0.018028
30.080,0.487340,-0.017591,0.006774
30.100,0.457680,-0.022031,0.026641
30.120,0.507954,-0.006764,0.016408
30.140,0.490876,-0.061947,0.015113
30.160,0.448970,-0.061243,0.010106
30.180,0.485820,-0.026972,0.004939
30.200,0.487274,-0.011845,0.018492
30.220,0.475900,0.002883,0.012531
30.240,0.515681,-0.008014,0.004704
30.260,0.464554,-0.006307,0.012537
30.280,0.456879,-0.026171,0.003238
30.300,0.446949,0.015479,0.019901
30.320,0.432643,-0.053288,0.028431
30.340,0.431598,-0.020811,-0.007197
30.360,0.362954,-0.066074,0.020032
30.380,0.396008,-0.029484,0.009140
30.400,0.394076,-0.063595,0.017692
30.420,0.378491,-0.019867,0.002539
30.440,0.353601,0.008828,-0.004042
30.460,0.364635,-0.017553,0.005363
30.480,0.353011,0.003443,0.002672
30.500,0.374545,-0.044239,-0.002014
30.520,0.401373,0.010755,-0.003438
30.540,0.382011,-0.058119,0.004232
30.560,0.392096,-0.012969,0.002978
30.580,0.399034,-0.058744,0.021443
30.600,0.374026,-0.046724,0.010644
30.620,0.340225,-0.058156,0.016115
30.640,0.332348,-0.054375,0.019901
30.660,0.324021,-0.068763,0.003723
30.680,0.265023,-0.063628,-0.003441
30.700,0.296089,-0.040359,0.005700
30.720,0.277081,-0.027263,0.021495
30.740,0.253860,-0.039747,-0.011324
30.760,0.257854,-0.065096,0.018630
30.780,0.276747,-0.068181,0.020596
30.800,0.231036,-0.060615,-0.006078
30.820,0.273537,-0.081559,0.000273
30.840,0.243774,-0.085999,0.012061
30.860,0.293586,-0.082666,-0.001814
30.880,0.259025,-0.060643,-0.003062
30.900,0.245593,-0.073410,0.022452
30.920,0.219408,-0.033582,0.008782
30.940,0.189262,-0.045657,0.006768
30.960,0.168467,-0.039603,0.005366
30.980,0.152536,-0.022019,0.010816
31.000,0.643440,-0.439848,0.007522
31.020,0.131472,-0.039921,-0.005888
31.040,0.105291,-0.052294,-0.008959
31.060,0.145508,-0.068900,0.009384
31.080,0.124197,-0.091636,-0.011238
31.100,0.131816,-0.064847,-0.006577
31.120,0.085269,-0.076463,0.009036
31.140,0.132744,-0.067179,0.023269
31.160,0.114460,-0.053442,-0.008878
31.180,0.104322,-0.074043,0.027606
31.200,0.085552,-0.034734,0.004800
31.220,0.107580,-0.048061,-0.006636
31.240,0.050987,-0.039642,-0.001065
31.260,0.056627,-0.029240,0.014165
31.280,0.029622,-0.026141,-0.010110
31.300,0.062400,-0.076164,0.011616
31.320,-0.002572,-0.068263,0.012456
31.340,0.045417,-0.069899,-0.000506
31.360,0.024617,-0.045830,-0.000679
31.380,0.028946,-0.068178,0.003452
31.400,-0.003970,-0.057463,-0.013687
31.420,0.025641,-0.025043,0.000886
31.440,0.025166,-0.027337,-0.000414
31.460,0.051757,-0.013596,-0.005281
31.480,0.061561,-0.002403,-0.003068
31.500,-0.005926,-0.014861,-0.003265
31.520,0.025331,-0.042344,0.001023
31.540,0.073846,-0.073725,0.000759
31.560,0.008795,-0.053904,0.005401
31.580,-0.014551,-0.070904,0.008524
31.600,0.001221,-0.094083,0.004787
31.620,-0.027005,-0.081096,0.006300
31.640,-0.016246,-0.074044,-0.006928
31.660,-0.047777,-0.035213,-0.010150
31.680,-0.055655,-0.023644,-0.009019
31.700,-0.016326,-0.037883,0.001596
31.720,-0.017155,-0.028371,-0.009779
31.740,-0.026723,-0.032088,0.008487
31.760,-0.034154,-0.013969,-0.018036
31.780,-0.037481,-0.047653,-0.021840
31.800,-0.025608,-0.022966,-0.029311
31.820,-0.043937,-0.044633,-0.004608
31.840,-0.012332,-0.056751,-0.002175
31.860,0.002944,-0.078943,0.001000
31.880,-0.029195,-0.046680,-0.005756
31.900,-0.043779,-0.064923,0.000882
31.920,-0.028158,-0.030296,0.000029
31.940,-0.062277,-0.040420,-0.005717
31.960,-0.422798,-0.197967,-0.000423
31.980,-0.045494,-0.006417,0.010068
32.000,-0.081578,-0.022475,-0.005342
32.020,-0.082239,-0.052282,-0.007037
32.040,-0.029654,-0.023631,-0.003981
32.060,-0.059712,-0.061372,-0.008519
32.080,-0.049310,-0.035106,-0.012517
32.100,-0.057138,-0.058479,0.008372
32.120,0.003877,-0.099531,-0.008098
32.140,-0.000872,-0.014881,-0.000020
32.160,-0.069209,-0.049050,-0.016297
32.180,-0.035797,-0.036621,-0.001179
32.200,-0.044612,-0.032532,-0.009694
32.220,-0.073291,-0.043120,-0.018452
32.240,-0.055294,-0.010614,-0.028941
32.260,-0.063187,-0.031389,-0.018903
32.280,-0.089877,-0.027118,-0.011475
32.300,-0.073797,-0.107521,-0.014954
32.320,-0.072924,-0.076570,-0.010552
32.340,-0.034172,-0.081733,0.010569
32.360,-0.079952,-0.075432,-0.007317
32.380,-0.048299,-0.062901,-0.005554
32.400,-0.051922,-0.082090,-0.000215
32.420,-0.026112,-0.065237,0.001871
32.440,-0.038358,-0.044445,-0.022161
32.460,-0.015157,-0.012077,-0.004198
32.480,-0.009729,-0.042754,-0.014829
32.500,-0.061527,-0.047624,-0.020845
32.520,-0.055053,-0.016780,-0.001840
32.540,-0.071573,-0.075450,-0.000219
32.560,-0.032019,-0.086729,-0.027677
32.580,-0.046062,-0.085290,-0.009254
32.600,-0.037974,-0.082097,-0.012276
32.620,-0.059651,-0.106962,-0.020213
32.640,-0.050010,-0.078974,0.003426
32.660,-0.013722,-0.114198,-0.004599
32.680,-0.025792,-0.082768,-0.019115
32.700,-0.016808,-0.094438,0.007960
32.720,-0.020059,-0.068747,-0.005206
32.740,0.018789,-0.044280,-0.016032
32.760,-0.042139,-0.082293,-0.016273
32.780,-0.032614,-0.066719,-0.021526
32.800,-0.036813,-0.080237,-0.004641
32.820,-0.024290,-0.097702,-0.010467
32.840,-0.058916,-0.162398,0.002548
32.860,0.004103,-0.115705,-0.017425
32.880,-0.035737,-0.071802,-0.009223
32.900,-0.042714,-0.120963,-0.024791
32.920,-0.030841,-0.105265,-0.014563
32.940,-0.036793,-0.082769,-0.010825
32.960,-0.028056,-0.078540,0.011773
32.980,-0.044467,-0.085858,-0.032163
33.000,-0.026985,-0.057818,-0.030138
33.020,0.018093,-0.101043,-0.013362
33.040,0.004284,-0.098495,-0.006936
33.060,0.006631,-0.143583,-0.016802
33.080,0.010781,-0.146981,-0.008292
33.100,-0.028771,-0.137382,-0.009579
33.120,-0.016086,-0.149624,-0.011075
33.140,-0.001587,-0.157003,0.003668
33.160,-0.018284,-0.145977,-0.005672
33.180,-0.034037,-0.125524,-0.007998
33.200,-0.014301,-0.103872,-0.010843
33.220,-0.003021,-0.135161,-0.009289
33.240,0.009449,-0.115757,-0.010994
33.260,-0.018206,-0.136704,-0.018068
33.280,-0.016789,-0.149381,-0.045220
33.300,0.003297,-0.156623,-0.028283
33.320,0.014450,-0.117106,0.003928
33.340,-0.006071,-0.118314,-0.003139
33.360,-0.005444,-0.173236,-0.006303
33.380,0.036156,-0.144834,-0.024096
33.400,0.006655,-0.145082,-0.023071
33.420,0.044223,-0.151936,-0.009961
33.440,-0.009190,-0.124249,-0.018043
33.460,-0.011860,-0.142374,-0.006050
33.480,0.030963,-0.089290,-0.023638
33.500,-0.031342,-0.159108,-0.008334
33.520,-0.056603,-0.132318,-0.026408
33.540,-0.055517,-0.172774,-0.016391
33.560,0.010161,-0.175404,-0.011490
33.580,-0.020865,-0.161230,-0.001378
33.600,0.006637,-0.169290,-0.003011
33.620,-0.002361,-0.181162,-0.026076
33.640,-0.021528,-0.190019,-0.012060
33.660,0.019481,-0.161628,-0.008417
33.680,-0.003977,-0.174652,-0.045498
33.700,0.027096,-0.163791,-0.014887
33.720,0.001585,-0.168200,-0.001744
33.740,0.005300,-0.171760,-0.020523
33.760,-0.031438,-0.163042,-0.029441
33.780,-0.029771,-0.151224,-0.033107
33.800,-0.061908,-0.164441,-0.013907
33.820,-0.039016,-0.190610,-0.028219
33.840,-0.033505,-0.186636,-0.022263
33.860,-0.068006,-0.198049,-0.017785
33.880,-0.031915,-0.166129,-0.006568
33.900,-0.070556,-0.195533,-0.018723
33.920,-0.032437,-0.190746,-0.010594
33.940,-0.067516,-0.150313,-0.027344
33.960,-0.012303,-0.156262,-0.014645
33.980,-0.018264,-0.134808,-0.014057
34.000,-0.041548,-0.166507,-0.016497
34.020,-0.027931,-0.169806,-0.036229
34.040,-0.004352,-0.163344,-0.033428
34.060,-0.013485,-0.151115,-0.019247
34.080,-0.050027,-0.184961,-0.023225
34.100,-0.059596,-0.233272,-0.025792
34.120,-0.088604,-0.201893,-0.020019
34.140,-0.095975,-0.188853,-0.029139
34.160,-0.096405,-0.178546,-0.027382
34.180,-0.118537,-0.163160,-0.026148
34.200,-0.041654,-0.183732,-0.015826
34.220,-0.050138,-0.122267,-0.028337
34.240,-0.059913,-0.140078,-0.026032
34.260,-0.058900,-0.146317,-0.033647
34.280,-0.065008,-0.144739,-0.008655
34.300,-0.068268,-0.163450,-0.025978
34.320,-0.077504,-0.113318,-0.026225
34.340,-0.069653,-0.189058,-0.022433
34.360,-0.030366,-0.191247,-0.005161
34.380,-0.100438,-0.207360,-0.010155
34.400,-0.106067,-0.183434,-0.006419
34.420,-0.078817,-0.156328,-0.035568
34.440,-0.126176,-0.159198,-0.020375
34.460,-0.111487,-0.128858,-0.027597
34.480,-0.115306,-0.082465,-0.019144
34.500,-0.124504,-0.099857,-0.036479
34.520,-0.129061,-0.149585,-0.012592
34.540,-0.103576,-0.116033,-0.026839
34.560,-0.092802,-0.168873,-0.027352
34.580,-0.093986,-0.166782,-0.025767
34.600,-0.094929,-0.135603,-0.013815
34.620,-0.123132,-0.164142,-0.027540
34.640,-0.100396,-0.140774,-0.036998
34.660,-0.106806,-0.152993,-0.011995
34.680,-0.104738,-0.136213,-0.039582
34.700,-0.146908,-0.146616,-0.031151
34.720,-0.099624,-0.090668,-0.043873
34.740,-0.097321,-0.077058,-0.027518
34.760,-0.143190,-0.118437,-0.029553
34.780,-0.084189,-0.127316,-0.037288
34.800,-0.137346,-0.150390,-0.026829
34.820,-0.141878,-0.133246,-0.016713
34.840,-0.125307,-0.125860,-0.027555
34.860,-0.109655,-0.119892,-0.025907
34.880,-0.084907,-0.110062,-0.032186
34.900,-0.088827,-0.103400,-0.007185
34.920,-0.102987,-0.099703,-0.013967
34.940,-0.079460,-0.082606,-0.017155
34.960,-0.102410,-0.074142,-0.024619
34.980,-0.053977,-0.062333,-0.035718
35.000,-0.100012,-0.046452,-0.030142
35.020,-0.119214,-0.091629,-0.021654
35.040,-0.099307,-0.099189,-0.019042
35.060,-0.110720,-0.098919,-0.020534
35.080,-0.136162,-0.096914,-0.023386
35.100,-0.132261,-0.106700,-0.036494
35.120,-0.150962,-0.090575,-0.027740
35.140,-0.116452,-0.053548,-0.028174
35.160,-0.108841,-0.075353,-0.034482
35.180,-0.085918,-0.120031,-0.022575
35.200,-0.082380,-0.068635,-0.042412
35.220,-0.126521,-0.066720,-0.020792
35.240,-0.063343,-0.064599,-0.023532
35.260,-0.060571,-0.039861,-0.027215
35.280,-0.063877,-0.034190,-0.029671
35.300,-0.029072,-0.044391,-0.037582
35.320,-0.075643,-0.074077,-0.024252
35.340,-0.092304,-0.062841,-0.009831
35.360,-0.030856,-0.070050,-0.027530
35.380,-0.114230,-0.072973,-0.030110
35.400,-0.125600,-0.067018,-0.038061
35.420,0.539724,-0.326504,-0.016323
35.440,-0.104893,-0.070454,-0.026324
35.460,-0.062745,-0.021126,-0.025356
35.480,-0.059632,-0.021744,-0.023277
35.500,-0.053067,-0.047098,-0.012430
35.520,-0.057238,0.028477,-0.047559
35.540,-0.017181,-0.011734,-0.017907
35.560,-0.055794,-0.014415,-0.027089
35.580,-0.044485,-0.047255,-0.044053
35.600,0.007124,-0.070284,-0.013502
35.620,-0.008501,-0.075850,-0.030344
35.640,-0.047295,-0.042708,-0.026602
35.660,-0.068124,-0.015364,-0.029355
35.680,-0.032463,-0.042879,-0.023777
35.700,-0.065583,-0.021588,-0.052315
35.720,-0.053475,-0.027343,-0.039957
35.740,-0.020786,0.007295,-0.042304
35.760,-0.024437,-0.008347,-0.031206
35.780,-0.017016,-0.004304,-0.051798
35.800,-0.000726,-0.018277,-0.036573
35.820,-0.013770,-0.003877,-0.028310
35.840,0.015767,-0.035168,-0.032648
35.860,0.065734,-0.055731,-0.034675
35.880,0.025286,-0.054392,-0.033357
35.900,0.002721,-0.058006,-0.021913
35.920,0.018225,-0.029312,-0.024685
35.940,-0.007300,-0.006629,-0.031729
35.960,-0.001699,-0.001574,-0.032516
35.980,-0.005964,-0.012805,-0.042902
36.000,0.002191,-0.002252,-0.037266
36.020,-0.031300,-0.047634,-0.023838
36.040,-0.015278,0.000343,-0.032256
36.060,-0.016478,-0.007394,-0.018214
36.080,-0.021677,-0.014659,-0.044266
36.100,0.011648,-0.009318,-0.018923
36.120,0.001697,-0.024203,-0.031674
36.140,0.044037,-0.006576,-0.035908
36.160,0.020476,-0.015411,-0.010965
36.180,0.049210,-0.023191,-0.036619
36.200,0.025419,-0.019678,-0.031391
36.220,0.072137,0.007583,-0.041637
36.240,0.041216,-0.001211,-0.041626
36.260,0.003026,0.011044,-0.022390
36.280,0.048288,0.009033,-0.019136
36.300,-0.014541,-0.000732,-0.040554
36.320,0.007525,-0.021019,-0.018582
36.340,0.019819,-0.235553,-0.029714
36.360,0.039501,-0.228628,-0.038936
36.380,0.030215,-0.245132,-0.039513
36.400,0.015610,-0.256330,-0.034257
36.420,-0.088208,0.014548,-0.033408
36.440,0.004325,-0.248539,-0.025540
36.460,0.024551,-0.200301,-0.013035
36.480,0.052013,-0.223089,-0.032402
36.500,0.065740,-0.192687,-0.021956
36.520,0.028104,-0.240265,-0.031021
36.540,0.044439,-0.222022,-0.033363
36.560,0.060106,-0.202951,-0.019707
36.580,0.041217,-0.274162,-0.037581
36.600,0.059502,-0.275485,-0.041803
36.620,0.025940,-0.256233,-0.032412
36.640,0.003933,-0.244727,-0.017893
36.660,0.013227,-0.246416,-0.038678
36.680,0.006434,-0.224546,-0.013262
36.700,-0.007609,-0.222305,-0.030434
36.720,0.001000,-0.236439,-0.033906
36.740,-0.023417,-0.223503,-0.024370
36.760,0.001353,-0.217008,-0.021719
36.780,0.019895,-0.222911,-0.021331
36.800,0.030286,-0.216449,-0.041518
36.820,0.019282,-0.274975,-0.025897
36.840,0.038360,-0.262056,-0.029796
36.860,0.026607,-0.275134,-0.034422
36.880,0.027080,-0.253765,-0.030709
36.900,0.017075,-0.294139,-0.049028
36.920,-0.014154,-0.268809,-0.041863
36.940,0.005711,-0.248122,-0.034234
36.960,0.020380,-0.267365,-0.027087
36.980,0.005092,-0.238986,-0.023595
37.000,-0.000237,-0.219330,-0.044804
37.020,-0.011288,-0.219248,-0.016104
37.040,-0.025212,-0.249134,-0.025328
37.060,-0.003762,-0.236602,-0.031971
37.080,0.004469,-0.273843,-0.039351
37.100,0.021750,-0.249826,-0.022920
37.120,0.013708,-0.235623,-0.030914
37.140,0.007705,-0.283470,-0.038578
37.160,-0.004160,-0.263447,-0.041779
37.180,0.021261,-0.261460,-0.044777
37.200,-0.000378,-0.235328,-0.029190
37.220,0.007495,-0.256219,-0.031086
37.240,-0.024546,-0.205135,-0.025207
37.260,0.001537,-0.225652,-0.023775
37.280,-0.067156,-0.221286,-0.039805
37.300,-0.036681,-0.241752,-0.031255
37.320,-0.042648,-0.254082,-0.041324
37.340,0.001832,-0.259395,-0.039514
37.360,-0.038669,-0.258250,-0.037359
37.380,-0.024598,-0.266667,-0.040113
37.400,-0.011426,-0.255587,-0.043819
37.420,0.051396,-0.271851,-0.034875
37.440,-0.010616,-0.240669,-0.038152
37.460,0.020633,-0.224131,-0.022672
37.480,0.009998,-0.240186,-0.034627
37.500,-0.015030,-0.261269,-0.019985
37.520,-0.020587,-0.202776,-0.012153
37.540,0.015695,-0.212176,-0.031397
37.560,-0.024235,-0.207216,-0.043005
37.580,-0.001920,-0.232477,-0.031227
37.600,-0.017338,-0.216658,-0.022044
37.620,-0.057258,-0.260769,-0.032133
37.640,0.028366,-0.274104,-0.034313
37.660,-0.020700,-0.239133,-0.027677
37.680,-0.008031,-0.253285,-0.029129
37.700,-0.006747,-0.255807,-0.018211
37.720,0.149106,-0.747163,-0.031232
37.740,0.029049,-0.234854,-0.027654
37.760,0.008919,-0.190743,-0.008648
37.780,0.009582,-0.230047,-0.032308
37.800,0.051658,-0.234863,-0.011840
37.820,0.053369,-0.225544,-0.026384
37.840,0.030411,-0.242217,-0.027231
37.860,-0.013147,-0.253084,-0.041889
37.880,0.047353,-0.227575,-0.043326
37.900,0.029385,-0.241661,-0.018386
37.920,0.020011,-0.272819,-0.026174
37.940,0.032886,-0.226798,-0.042190
37.960,0.025498,-0.201132,-0.020983
37.980,0.040904,-0.161981,-0.015873
38.000,0.014474,-0.219732,-0.057083
38.020,0.034652,-0.179996,-0.034647
38.040,0.040794,-0.203954,-0.021872
38.060,0.071081,-0.220062,-0.017810
38.080,0.089439,-0.226428,-0.025538
38.100,0.096715,-0.217405,-0.021833
38.120,0.095853,-0.257073,-0.025615
38.140,0.091399,-0.257226,-0.032352
38.160,0.060362,-0.239092,-0.027488
38.180,0.076588,-0.200420,-0.025149
38.200,0.082752,-0.221978,-0.032254
38.220,0.045911,-0.189782,-0.038629
38.240,0.055842,-0.207488,-0.028261
38.260,0.091932,-0.171464,-0.010020
38.280,0.064641,-0.218380,-0.005692
38.300,0.085321,-0.203124,-0.023101
38.320,0.063374,-0.179375,-0.028977
38.340,0.077425,-0.221421,-0.039177
38.360,0.114548,-0.176980,-0.038486
38.380,0.107928,-0.262382,-0.014805
38.400,0.081061,-0.236837,-0.018483
38.420,0.114486,-0.219811,-0.022272
38.440,0.151599,-0.218631,-0.022649
38.460,0.124819,-0.206461,-0.028336
38.480,0.142662,-0.176895,-0.034574
38.500,0.069542,-0.197261,-0.035792
38.520,0.091618,-0.160275,-0.021897
38.540,0.121720,-0.114517,-0.011816
38.560,0.135248,-0.161403,-0.020523
38.580,0.103623,-0.179143,-0.034160
38.600,0.108730,-0.212463,-0.017873
38.620,0.144112,-0.173474,-0.003575
38.640,0.184973,-0.209197,-0.024326
38.660,0.139371,-0.217052,-0.003989
38.680,0.134142,-0.212326,-0.025574
38.700,0.138254,-0.197529,-0.023772
38.720,0.162784,-0.195582,-0.018745
38.740,0.166496,-0.162158,-0.019360
38.760,0.180511,-0.135040,-0.014922
38.780,0.127880,-0.179294,-0.036221
38.800,0.156009,-0.171863,-0.032151
38.820,0.165784,-0.136254,-0.026518
38.840,0.145011,-0.185116,-0.012901
38.860,0.140500,-0.207462,-0.010329
38.880,0.142010,-0.194353,-0.012454
38.900,0.140062,-0.196854,-0.010451
38.920,0.138278,-0.179758,-0.026356
38.940,0.167739,-0.191361,-0.023077
38.960,0.137702,-0.179301,-0.007975
38.980,0.188249,-0.151465,-0.028623
39.000,0.167022,-0.153624,-0.011225
39.020,0.133594,-0.163831,-0.023956
39.040,0.163508,-0.185175,-0.005063
39.060,0.149944,-0.151870,-0.005967
39.080,0.166498,-0.205630,-0.030001
39.100,0.158260,-0.169537,-0.016783
39.120,0.145701,-0.181312,-0.016768
39.140,0.157495,-0.183175,-0.001646
39.160,0.162365,-0.210803,-0.027535
39.180,0.154403,-0.155987,-0.010235
39.200,0.114841,-0.159371,-0.026688
39.220,0.142339,-0.167388,-0.008046
39.240,0.148192,-0.156477,-0.021078
39.260,0.171930,-0.215443,-0.032775
39.280,0.171014,-0.145254,-0.024210
39.300,0.156840,-0.147747,-0.001706
39.320,0.185248,-0.171186,-0.021240
39.340,0.168908,-0.190427,-0.014144
39.360,0.183813,-0.218991,-0.007156
39.380,0.137164,-0.212696,-0.015142
39.400,0.129519,-0.181240,-0.037387
39.420,0.162904,-0.191442,-0.015197
39.440,0.156538,-0.184349,-0.019249
39.460,0.129280,-0.197031,-0.004829
39.480,0.135913,-0.203114,-0.000932
39.500,0.124120,-0.186250,-0.023433
39.520,0.104075,-0.176887,-0.040836
39.540,0.116287,-0.160408,-0.014560
39.560,0.127870,-0.191944,-0.022943
39.580,0.126782,-0.220404,-0.020953
39.600,0.174699,-0.217928,-0.046590
39.620,0.151417,-0.236754,-0.018366
39.640,0.143014,-0.208678,-0.007239
39.660,0.145858,-0.222110,-0.014920
39.680,0.192800,-0.227281,-0.030795
39.700,0.141937,-0.225510,-0.014780
39.720,0.149255,-0.169261,-0.022910
39.740,0.136067,-0.212172,-0.009475
39.760,0.146628,-0.241808,-0.031914
39.780,0.122198,-0.185279,-0.026095
39.800,0.113604,-0.203480,-0.005991
39.820,0.071211,-0.194984,0.002192
39.840,0.066648,-0.234053,-0.018518
39.860,0.096670,-0.260504,-0.022588
39.880,0.112731,-0.245122,-0.021619
39.900,0.112310,-0.256918,-0.022055
39.920,0.116214,-0.241683,-0.024554
39.940,0.105451,-0.279209,-0.017534
39.960,0.122616,-0.215245,-0.026753
39.980,0.134211,-0.246070,-0.014790
40.000,0.111948,-0.214376,-0.024725
40.020,0.128000,-0.239839,-0.020063
40.040,0.143880,-0.267665,-0.018066
40.060,0.116408,-0.219098,-0.009161
40.080,0.093001,-0.247382,-0.007488
40.100,0.084885,-0.300700,-0.005265
40.120,0.086947,-0.305833,-0.032481
40.140,0.094403,-0.255323,-0.006724
40.160,0.063567,-0.284014,-0.021424
40.180,0.103124,-0.267765,-0.011744
40.200,0.080895,-0.259631,-0.009661
40.220,0.087910,-0.287230,-0.030568
40.240,0.094400,-0.268376,-0.006088
40.260,0.143376,-0.235445,-0.015863
40.280,0.106238,-0.267362,-0.026719
40.300,0.144352,-0.308829,-0.018106
40.320,0.111360,-0.292983,-0.008322
40.340,0.060883,-0.107002,-0.018083
40.360,0.103381,-0.084645,-0.015917
40.380,0.128433,-0.101690,-0.010587
40.400,0.078167,-0.103622,0.008922
40.420,0.084380,-0.083958,-0.026254
40.440,0.072123,-0.114245,-0.010258
40.460,0.055193,-0.088062,-0.008999
40.480,0.067569,-0.089574,-0.015921
40.500,0.103630,-0.061596,-0.015945
40.520,0.116487,-0.088269,-0.005561
40.540,0.120924,-0.076807,-0.017200
40.560,0.096333,-0.061608,-0.006609
40.580,0.142199,-0.071152,0.000919
40.600,0.138876,-0.111988,0.005375
40.620,0.156722,-0.147547,0.013700
40.640,0.099368,-0.170965,-0.026468
40.660,0.096587,-0.118767,-0.015850
40.680,0.126504,-0.106831,-0.002065
40.700,0.087789,-0.092747,-0.013037
40.720,0.108608,-0.119276,-0.005469
40.740,0.129938,-0.120048,-0.017309
40.760,0.078267,-0.095975,-0.026807
40.780,0.069574,-0.045580,0.008484
40.800,0.108427,-0.096402,-0.009289
40.820,0.098690,-0.099027,-0.024827
40.840,0.123905,-0.131784,-0.003196
40.860,0.154654,-0.133360,-0.012009
40.880,0.132886,-0.168701,0.011061
40.900,0.157731,-0.173722,0.007424
40.920,0.162786,-0.147226,-0.010505
40.940,0.139429,-0.151848,-0.002159
40.960,0.161286,-0.150634,-0.006997
40.980,0.152927,-0.128661,0.000934
41.000,0.163295,-0.076525,-0.025898
41.020,0.118396,-0.090661,-0.023958
41.040,0.117809,-0.340444,-0.006236
41.060,0.140986,-0.348898,-0.007707
41.080,0.129042,-0.334889,-0.020909
41.100,0.149588,-0.351668,-0.011253
41.120,0.118588,-0.367611,-0.009931
